name,score,popularity,genres,studios,type,year,episodes,themes,demographic,members,synopsis,features
Cyborg 009: The Cyborg Soldier - Yomi no Gunzou,6.03,15210.0,"Adventure, Sci-Fi",,TV Special,,1.0,Mecha,Shounen,906.0,,"Adventure, Sci-Fi  TV Special Mecha Shounen"
Cyborg 009: The Cyborg Soldier - Kami no Ubugoe,6.31,12724.0,"Adventure, Sci-Fi",Japan Vistec,Special,,1.0,Mecha,Shounen,1787.0,,"Adventure, Sci-Fi Japan Vistec Special Mecha Shounen"
XL Joushi.,6.18,4221.0,Hentai,Magic Bus,ONA,,8.0,,Josei,34672.0,,Hentai Magic Bus ONA  Josei
Cannon Busters,6.42,3696.0,"Action, Adventure, Fantasy, Sci-Fi","Satelight, Yumeta Company",ONA,,12.0,,,45003.0,,"Action, Adventure, Fantasy, Sci-Fi Satelight, Yumeta Company ONA  "
Haikyuu!! Riku vs. Kuu,7.84,799.0,Sports,Production I.G,OVA,,2.0,"School, Team Sports",Shounen,336726.0,,"Sports Production I.G OVA School, Team Sports Shounen"
Aikatsu on Parade!,7.05,7997.0,Slice of Life,Bandai Namco Pictures,TV,2019.0,25.0,"Idols (Female), Music, School",,7281.0,,"Slice of Life Bandai Namco Pictures TV Idols (Female), Music, School "
Wave!! Surfing Yappe!!,6.01,5420.0,"Slice of Life, Sports",Asahi Production,Movie,,3.0,,,19381.0,,"Slice of Life, Sports Asahi Production Movie  "
Kengan Ashura Part 2,7.66,2079.0,Action,Larx Entertainment,ONA,,12.0,Martial Arts,,118073.0,,Action Larx Entertainment ONA Martial Arts 
A3! Season Autumn & Winter,7.23,4913.0,Drama,"P.A. Works, Studio 3Hz",TV,2020.0,12.0,Performing Arts,,24720.0,,"Drama P.A. Works, Studio 3Hz TV Performing Arts "
Fuwa no Go Renkan,,21486.0,,,TV,2007.0,54.0,Historical,,257.0,,  TV Historical 
Toaru Kagaku no Accelerator: Tobidase Ippou-san - Hachamecha Kaishingeki,6.54,6247.0,Supernatural,J.C.Staff,Special,,1.0,Super Power,,13321.0,,Supernatural J.C.Staff Special Super Power 
Nendo no Tatakai (2019),3.79,12712.0,"Action, Comedy",,ONA,,1.0,,,1790.0,,"Action, Comedy  ONA  "
Another World,7.09,4052.0,Sci-Fi,Graphinica,ONA,,3.0,,,37777.0,,Sci-Fi Graphinica ONA  
Youjo Senki Movie: Manner Eizou,6.97,5004.0,Comedy,Studio PuYUKAI,Movie,,1.0,"Isekai, Military, Reincarnation",,23551.0,,"Comedy Studio PuYUKAI Movie Isekai, Military, Reincarnation "
Gokiburi-chan,,20628.0,,Eiken,TV,2005.0,20.0,,Kids,304.0,, Eiken TV  Kids
Bomberman: Yuuki wo Arigatou - Watashi ga Mimi ni Naru,5.97,17625.0,Drama,,Movie,,1.0,Strategy Game,Kids,525.0,,Drama  Movie Strategy Game Kids
Ninja Bugei-chou Pilot Film,5.31,17042.0,Action,TCJ,Special,,1.0,"Historical, Samurai",Seinen,586.0,,"Action TCJ Special Historical, Samurai Seinen"
Subarashiki Kokka no Kizukikata,6.19,9834.0,Hentai,,OVA,,2.0,,,4216.0,,Hentai  OVA  
Promare: Lio-hen,7.01,4410.0,Sci-Fi,Trigger,ONA,,1.0,"Mecha, Super Power",,31428.0,,"Sci-Fi Trigger ONA Mecha, Super Power "
Sekaiichi Hatsukoi: Propose-hen,7.47,4661.0,Boys Love,Studio Deen,Movie,,1.0,"Adult Cast, Workplace",,27956.0,,"Boys Love Studio Deen Movie Adult Cast, Workplace "
Code Geass: Fukkatsu no Lelouch Picture Drama,6.72,6061.0,Comedy,Sunrise,Special,,2.0,,,14375.0,,Comedy Sunrise Special  
Phantomi: Mini Anime,,21012.0,,,ONA,,18.0,,,284.0,,  ONA  
Tenka Hyakken: Meiji-kan e Youkoso!,5.02,7238.0,"Action, Adventure, Fantasy",LIDENFILMS,TV,2019.0,12.0,"Anthropomorphic, Historical, Martial Arts",,9362.0,,"Action, Adventure, Fantasy LIDENFILMS TV Anthropomorphic, Historical, Martial Arts "
Gintama: Monster Strike-hen,7.5,5663.0,"Action, Comedy",Bandai Namco Pictures,ONA,,2.0,"Parody, Samurai",,17305.0,,"Action, Comedy Bandai Namco Pictures ONA Parody, Samurai "
Mewkledreamy,6.99,7285.0,"Adventure, Fantasy",J.C.Staff,TV,2020.0,48.0,,Kids,9198.0,,"Adventure, Fantasy J.C.Staff TV  Kids"
Crayon Shin-chan Movie 28: Gekitotsu! Rakuga Kingdom to Hobo Yonin no Yuusha,7.17,11380.0,Comedy,Shin-Ei Animation,Movie,,1.0,,Seinen,2659.0,,Comedy Shin-Ei Animation Movie  Seinen
Ongaku,7.61,5882.0,"Award Winning, Slice of Life",Rock'n Roll Mountain,Movie,,1.0,Music,,15620.0,,"Award Winning, Slice of Life Rock'n Roll Mountain Movie Music "
Kyochuu Rettou Movie,4.58,4675.0,"Horror, Suspense",Passione,Movie,,1.0,"Gore, Survival",,27805.0,,"Horror, Suspense Passione Movie Gore, Survival "
Uzumaki,5.7,1143.0,"Avant Garde, Drama, Horror, Suspense","Akatsuki, Fugaku",TV,2024.0,4.0,Psychological,Seinen,238696.0,,"Avant Garde, Drama, Horror, Suspense Akatsuki, Fugaku TV Psychological Seinen"
Code Geass: Hangyaku no Lelouch Picture Drama - Kiseki no Anniversary,6.32,7419.0,Slice of Life,Sunrise,Special,,1.0,School,,8805.0,,Slice of Life Sunrise Special School 
Kimi dake ni Motetainda.,5.29,7259.0,"Drama, Slice of Life",Signal.MD,Movie,,1.0,School,,9270.0,,"Drama, Slice of Life Signal.MD Movie School "
Love x Holic: Miwaku no Otome to Hakudaku Kankei - The Animation,7.22,7251.0,"Fantasy, Hentai",Seven,OVA,,2.0,Urban Fantasy,,9335.0,,"Fantasy, Hentai Seven OVA Urban Fantasy "
Aibeya The Animation,7.25,6056.0,Hentai,Seven,OVA,,1.0,,,14408.0,,Hentai Seven OVA  
Iro wo Kuu Akuma,5.4,14260.0,Avant Garde,"TYMOTE, Spoon",ONA,,1.0,Music,,1161.0,,"Avant Garde TYMOTE, Spoon ONA Music "
Taka no Tsumedan x Uchicomi!,5.45,18726.0,Comedy,DLE,ONA,,5.0,Parody,,435.0,,Comedy DLE ONA Parody 
Pokemon (2019),7.55,2326.0,"Action, Adventure, Comedy, Fantasy",OLM,TV,2019.0,136.0,,Kids,100094.0,,"Action, Adventure, Comedy, Fantasy OLM TV  Kids"
Tate no Yuusha no Nariagari Season 2,6.53,,,,,,,,,,,    
Tate no Yuusha no Nariagari Season 3,7.09,494.0,"Action, Adventure, Drama, Fantasy",Kinema Citrus,TV,2023.0,12.0,Isekai,,504268.0,,"Action, Adventure, Drama, Fantasy Kinema Citrus TV Isekai "
Gal to Kyouryuu,6.45,4176.0,Comedy,"Kamikaze Douga, Space Neko Company",TV,2020.0,12.0,,Seinen,35396.0,,"Comedy Kamikaze Douga, Space Neko Company TV  Seinen"
Ikebukuro West Gate Park,6.87,1961.0,"Drama, Mystery",Doga Kobo,TV,2020.0,12.0,Delinquents,,127163.0,,"Drama, Mystery Doga Kobo TV Delinquents "
"Shiro no Kanga""roo"" no Uta",4.45,18636.0,,,ONA,,1.0,Music,Kids,441.0,,  ONA Music Kids
Ryoku Tama Shinshi: 10 Short Stories,,22357.0,Comedy,,Special,,10.0,Mythology,,211.0,,Comedy  Special Mythology 
Go! Go! Atom,5.86,13914.0,"Action, Adventure, Drama, Sci-Fi","Tezuka Productions, Planet Nemo Animation",TV,2019.0,52.0,,Kids,1273.0,,"Action, Adventure, Drama, Sci-Fi Tezuka Productions, Planet Nemo Animation TV  Kids"
Egg Car,,19442.0,"Adventure, Comedy, Fantasy",,TV,2019.0,52.0,,Kids,379.0,,"Adventure, Comedy, Fantasy  TV  Kids"
Mini Yuri,6.74,6605.0,"Comedy, Girls Love","W-Toon Studio, DMM.futureworks",ONA,,4.0,"CGDCT, Gag Humor, School",,11676.0,,"Comedy, Girls Love W-Toon Studio, DMM.futureworks ONA CGDCT, Gag Humor, School "
Haikyuu!! (OVA),7.81,4164.0,Sports,Tomoyasu Murata Company,OVA,,10.0,Team Sports,Shounen,35575.0,,Sports Tomoyasu Murata Company OVA Team Sports Shounen
Robot Atom,5.86,15534.0,Sci-Fi,,OVA,,8.0,,Kids,830.0,,Sci-Fi  OVA  Kids
"Umete, Bye-Bye",5.24,20166.0,Avant Garde,,ONA,,1.0,Music,,331.0,,Avant Garde  ONA Music 
Chikai,6.1,18692.0,Slice of Life,,ONA,,1.0,,,437.0,,Slice of Life  ONA  
Uchuu Senkan Yamato 2205: Aratanaru Tabidachi,7.56,7616.0,"Action, Drama, Sci-Fi",Satelight,OVA,,8.0,"Adult Cast, Military, Space",,8256.0,,"Action, Drama, Sci-Fi Satelight OVA Adult Cast, Military, Space "
Runway de Waratte,7.55,1845.0,Drama,Ezόla,TV,2020.0,12.0,"School, Showbiz, Visual Arts",Shounen,137534.0,,"Drama Ezόla TV School, Showbiz, Visual Arts Shounen"
Taka no Tsumedan no Ike! ODAman,,18935.0,Comedy,,ONA,,,"Educational, Parody, Super Power",,419.0,,"Comedy  ONA Educational, Parody, Super Power "
Zenonzard The Animation Episode 0,6.54,7667.0,"Action, Sci-Fi",8bit,ONA,,1.0,Strategy Game,,8080.0,,"Action, Sci-Fi 8bit ONA Strategy Game "
Bakugan: Battle Planet Short Anime,5.53,14558.0,"Action, Comedy, Fantasy",TMS Entertainment,ONA,,50.0,Strategy Game,,1079.0,,"Action, Comedy, Fantasy TMS Entertainment ONA Strategy Game "
Maoujou de Oyasumi,7.95,1136.0,"Comedy, Fantasy",Doga Kobo,TV,2020.0,12.0,Parody,Shounen,240979.0,,"Comedy, Fantasy Doga Kobo TV Parody Shounen"
"Hitozuma, Mitsu to Niku",6.22,8538.0,Hentai,Blue bread,OVA,,4.0,,,6198.0,,Hentai Blue bread OVA  
Valkyrie Hazard,5.15,11612.0,Hentai,,OVA,,1.0,,,2491.0,,Hentai  OVA  
Shin Sakura Taisen the Animation,5.81,5246.0,"Adventure, Sci-Fi",SANZIGEN,TV,2020.0,12.0,"Mecha, Performing Arts",,21128.0,,"Adventure, Sci-Fi SANZIGEN TV Mecha, Performing Arts "
Cop Craft: Utsukushiki Onna Kishi! Toraware no Yousei wo Oe!,5.85,8513.0,"Action, Fantasy, Mystery",Millepensee,TV Special,,1.0,"Detective, Urban Fantasy",,6249.0,,"Action, Fantasy, Mystery Millepensee TV Special Detective, Urban Fantasy "
Nanami-chan 4th Series,,21298.0,,Robot Communications,TV,2007.0,16.0,,Kids,267.0,, Robot Communications TV  Kids
Nanami-chan 5th Series,,21537.0,,"Group TAC, Robot Communications",TV,2008.0,16.0,,Kids,254.0,," Group TAC, Robot Communications TV  Kids"
Nanami-chan 6th Series,,21533.0,,"Group TAC, Robot Communications",TV,2009.0,16.0,,Kids,255.0,," Group TAC, Robot Communications TV  Kids"
Japanda,4.89,16581.0,,Fanworks,ONA,,1.0,"Anthropomorphic, Music",,648.0,," Fanworks ONA Anthropomorphic, Music "
Date A Bullet: Dead or Bullet,7.59,2116.0,"Action, Fantasy, Sci-Fi",Geek Toys,Movie,,1.0,Isekai,,115569.0,,"Action, Fantasy, Sci-Fi Geek Toys Movie Isekai "
Fruits Basket 2nd Season,8.53,433.0,"Drama, Romance, Supernatural",TMS Entertainment,TV,2020.0,25.0,School,Shoujo,568524.0,,"Drama, Romance, Supernatural TMS Entertainment TV School Shoujo"
Given Movie 1,8.11,1055.0,"Boys Love, Drama",Lerche,Movie,,1.0,Music,,257999.0,,"Boys Love, Drama Lerche Movie Music "
Taeko no Nichijou,,15999.0,Slice of Life,DLE,TV,2019.0,26.0,Workplace,,736.0,,Slice of Life DLE TV Workplace 
Neko Neko Nihonshi Movie: Ryouma no Hachamecha Time Travel ze yo!,,18553.0,,,Movie,,1.0,"Anthropomorphic, Historical, Parody, Time Travel",Kids,447.0,,"  Movie Anthropomorphic, Historical, Parody, Time Travel Kids"
Bishoujo Senshi Sailor Moon Eternal Movie 2,7.75,4541.0,Romance,"Toei Animation, Studio Deen",Movie,,1.0,Mahou Shoujo,Shoujo,29692.0,,"Romance Toei Animation, Studio Deen Movie Mahou Shoujo Shoujo"
Starmyu 3rd Season: Encore,6.43,13398.0,Slice of Life,,TV Special,,1.0,"Music, Performing Arts, School",,1457.0,,"Slice of Life  TV Special Music, Performing Arts, School "
Mo Dao Zu Shi: Wanjie Pian,8.68,2405.0,"Action, Adventure, Drama, Fantasy, Mystery",B.CMAY PICTURES,ONA,,12.0,"Historical, Mythology, Reincarnation",,93825.0,,"Action, Adventure, Drama, Fantasy, Mystery B.CMAY PICTURES ONA Historical, Mythology, Reincarnation "
Mo Dao Zu Shi Q,8.19,4684.0,"Comedy, Fantasy",B.CMAY PICTURES,ONA,,30.0,"Historical, Mythology, Reincarnation",,27687.0,,"Comedy, Fantasy B.CMAY PICTURES ONA Historical, Mythology, Reincarnation "
Peter Grill to Kenja no Jikan,5.53,1240.0,"Comedy, Fantasy, Erotica",Wolfsbane,TV,2020.0,12.0,Harem,,218958.0,,"Comedy, Fantasy, Erotica Wolfsbane TV Harem "
Mono no Kamisama Cocotama,,17613.0,"Fantasy, Slice of Life",OLM,ONA,,12.0,,Kids,526.0,,"Fantasy, Slice of Life OLM ONA  Kids"
Obsolete,5.95,7801.0,,Buemon,ONA,,12.0,Mecha,,7725.0,, Buemon ONA Mecha 
Xiong Chumo: Bian Xing Ji,,20794.0,"Adventure, Comedy",Fantawild Animation,Movie,,1.0,,,294.0,,"Adventure, Comedy Fantawild Animation Movie  "
Xiong Chumo: Yuanshi Shidai,,20495.0,"Adventure, Comedy",Fantawild Animation,Movie,,1.0,,,312.0,,"Adventure, Comedy Fantawild Animation Movie  "
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II OVA,6.5,2104.0,"Adventure, Comedy, Fantasy, Ecchi",J.C.Staff,OVA,,1.0,,,116646.0,,"Adventure, Comedy, Fantasy, Ecchi J.C.Staff OVA  "
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,7.46,359.0,"Action, Adventure, Fantasy",J.C.Staff,TV,2020.0,12.0,,,664156.0,,"Action, Adventure, Fantasy J.C.Staff TV  "
Sylvanian Families: Mini Story - Clover,,21154.0,Slice of Life,Shogakukan Music & Digital Entertainment,TV,2019.0,12.0,Anthropomorphic,Kids,275.0,,Slice of Life Shogakukan Music & Digital Entertainment TV Anthropomorphic Kids
Kimetsu no Yaiba Movie: Mugen Ressha-hen,8.55,70.0,"Action, Supernatural",ufotable,Movie,,1.0,Historical,Shounen,1720161.0,,"Action, Supernatural ufotable Movie Historical Shounen"
Ensemble Stars! Picture Drama,6.3,12785.0,,Happy Elements,Special,,12.0,"Idols (Male), Music, Parody, School",,1751.0,," Happy Elements Special Idols (Male), Music, Parody, School "
Nakanohito Genome [Jikkyouchuu]: Knots of Memories,6.81,5553.0,"Adventure, Drama, Mystery",SILVER LINK.,OVA,,1.0,Video Game,,18182.0,,"Adventure, Drama, Mystery SILVER LINK. OVA Video Game "
Ensemble Stars! Recap Special,6.16,11780.0,,David Production,TV Special,,1.0,"Idols (Male), Music, School",,2381.0,," David Production TV Special Idols (Male), Music, School "
Kidou Senshi Gundam: Hikaru Inochi Chronicle U.C.,6.43,10760.0,Drama,Sunrise,Special,,1.0,"Mecha, Military",,3182.0,,"Drama Sunrise Special Mecha, Military "
Chuubyou Gekihatsu Boy: Otoko ni Umareta Shukumei Dakara,6.87,7983.0,Comedy,Studio Deen,Special,,1.0,School,,7329.0,,Comedy Studio Deen Special School 
Toshiwasure Guda Guda Order 2016,6.05,11465.0,Comedy,TROYCA,Special,,1.0,,,2600.0,,Comedy TROYCA Special  
Nozoki Kanojo,6.01,8546.0,Hentai,Nur,OVA,,4.0,,,6184.0,,Hentai Nur OVA  
Boku to Joi no Shinsatsu Nisshi The Animation,7.04,7208.0,Hentai,Studio 1st,OVA,,1.0,,,9462.0,,Hentai Studio 1st OVA  
Chou Futsuu Toshi Kashiwa Densetsu R,4.53,8780.0,"Comedy, Fantasy",Super Normal Studio,TV,2020.0,10.0,,,5846.0,,"Comedy, Fantasy Super Normal Studio TV  "
Ringing City,5.22,17297.0,Avant Garde,,Movie,,1.0,Music,,558.0,,Avant Garde  Movie Music 
Kamiusagi Rope x Ricordi,5.28,19307.0,"Comedy, Slice of Life",,ONA,,3.0,,,390.0,,"Comedy, Slice of Life  ONA  "
Karrimor Mountain Club 2,,20639.0,"Adventure, Slice of Life",,ONA,,3.0,,,303.0,,"Adventure, Slice of Life  ONA  "
Osu no Buu-chan,,19476.0,"Comedy, Fantasy",,Special,,3.0,,Kids,376.0,,"Comedy, Fantasy  Special  Kids"
Murenase! Seton Gakuen,6.91,1264.0,"Comedy, Ecchi",Studio Gokumi,TV,2020.0,12.0,"Anthropomorphic, School",,214810.0,,"Comedy, Ecchi Studio Gokumi TV Anthropomorphic, School "
Chuanyue Huoxian: Youling Jihua,,17672.0,"Action, Mystery",,ONA,,13.0,"Detective, Military, Strategy Game",,518.0,,"Action, Mystery  ONA Detective, Military, Strategy Game "
Strike the Blood IV,6.93,2403.0,"Action, Fantasy, Ecchi",Connect,OVA,,12.0,"Harem, School, Urban Fantasy, Vampire",,94010.0,,"Action, Fantasy, Ecchi Connect OVA Harem, School, Urban Fantasy, Vampire "
Strike the Blood: Kieta Seisou-hen,6.92,4317.0,"Action, Fantasy, Ecchi",Connect,OVA,,1.0,"Harem, School, Urban Fantasy, Vampire",,33125.0,,"Action, Fantasy, Ecchi Connect OVA Harem, School, Urban Fantasy, Vampire "
Eily wa Ousama!,,17069.0,"Comedy, Fantasy",,TV,2019.0,10.0,,,583.0,,"Comedy, Fantasy  TV  "
Futsal Boys!!!!!,5.46,4198.0,Sports,Diomedéa,TV,2022.0,12.0,Team Sports,,35123.0,,Sports Diomedéa TV Team Sports 
Sword Art Online: Alicization - War of Underworld Reflection,6.92,3221.0,"Action, Adventure, Fantasy",A-1 Pictures,TV Special,,1.0,Video Game,,57088.0,,"Action, Adventure, Fantasy A-1 Pictures TV Special Video Game "
Gwahoheub,7.19,4458.0,"Boys Love, Drama, Erotica",ABJ COMPANY,ONA,,6.0,,,30754.0,,"Boys Love, Drama, Erotica ABJ COMPANY ONA  "
Tayo-ui Gonglyong Adventure,,21107.0,,"Iconix Entertainment, Studio Gale",Special,,1.0,"Historical, Racing",Kids,279.0,," Iconix Entertainment, Studio Gale Special Historical, Racing Kids"
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",7.32,228.0,"Action, Fantasy",SILVER LINK.,TV,2020.0,13.0,"Reincarnation, School",,881756.0,,"Action, Fantasy SILVER LINK. TV Reincarnation, School "
Mahouka Koukou no Rettousei: Raihousha-hen,7.27,679.0,"Action, Fantasy, Romance, Sci-Fi",8bit,TV,2020.0,13.0,"School, Urban Fantasy",,388624.0,,"Action, Fantasy, Romance, Sci-Fi 8bit TV School, Urban Fantasy "
Major 2nd 2nd Season,7.46,4958.0,Sports,OLM,TV,2020.0,25.0,Team Sports,Shounen,24168.0,,Sports OLM TV Team Sports Shounen
Shadowverse,5.75,5586.0,Fantasy,Zexcs,TV,2020.0,48.0,Strategy Game,,17899.0,,Fantasy Zexcs TV Strategy Game 
Arifureta Shokugyou de Sekai Saikyou 2nd Season,7.14,572.0,"Action, Adventure, Fantasy","asread., studio MOTHER",TV,2022.0,12.0,"Harem, Isekai",,446824.0,,"Action, Adventure, Fantasy asread., studio MOTHER TV Harem, Isekai "
Nami yo Kiitekure,7.34,2464.0,"Comedy, Drama",Sunrise,TV,2020.0,12.0,"Adult Cast, Showbiz",Seinen,90941.0,,"Comedy, Drama Sunrise TV Adult Cast, Showbiz Seinen"
Nihon Chinbotsu 2020,6.46,1670.0,"Drama, Sci-Fi",Science SARU,ONA,,10.0,,,155881.0,,"Drama, Sci-Fi Science SARU ONA  "
Ano Hi no Kokoro wo Toraete,5.92,11461.0,"Drama, Sci-Fi",Sunrise,ONA,,1.0,,,2604.0,,"Drama, Sci-Fi Sunrise ONA  "
Youma Shoukan e Youkoso,6.73,7114.0,"Fantasy, Hentai",T-Rex,OVA,,2.0,,,9817.0,,"Fantasy, Hentai T-Rex OVA  "
Chii-chan Kaihatsu Nikki,6.36,7869.0,Hentai,T-Rex,OVA,,2.0,,,7579.0,,Hentai T-Rex OVA  
Kiss Hug,6.67,6847.0,Hentai,Blue bread,OVA,,2.0,,,10722.0,,Hentai Blue bread OVA  
"Dragon, Ie wo Kau.",6.43,2882.0,"Comedy, Fantasy",Signal.MD,TV,2021.0,12.0,,Shounen,70448.0,,"Comedy, Fantasy Signal.MD TV  Shounen"
No Guns Life 2nd Season,7.08,2542.0,"Action, Drama, Sci-Fi",Madhouse,TV,2020.0,12.0,,Seinen,86263.0,,"Action, Drama, Sci-Fi Madhouse TV  Seinen"
Jaku-Chara Tomozaki-kun,7.1,595.0,"Drama, Romance",Project No.9,TV,2021.0,12.0,School,,430767.0,,"Drama, Romance Project No.9 TV School "
Appare-Ranman!,7.24,1816.0,Comedy,P.A. Works,TV,2020.0,13.0,"Adult Cast, Historical, Racing",,139967.0,,"Comedy P.A. Works TV Adult Cast, Historical, Racing "
Sword Art Online: Alicization - War of Underworld 2nd Season,7.51,350.0,"Action, Adventure, Fantasy",A-1 Pictures,TV,2020.0,11.0,Video Game,,671234.0,,"Action, Adventure, Fantasy A-1 Pictures TV Video Game "
Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,8.11,1121.0,Comedy,"J.C.Staff, Egg Firm",ONA,,6.0,"Gag Humor, School, Super Power",Shounen,243134.0,,"Comedy J.C.Staff, Egg Firm ONA Gag Humor, School, Super Power Shounen"
King of Prism All Stars: Prism Show☆Best Ten,6.25,14445.0,,Tatsunoko Production,Movie,,1.0,"Idols (Male), Music",,1112.0,," Tatsunoko Production Movie Idols (Male), Music "
Assault Lily: Bouquet,6.5,2408.0,"Action, Fantasy",Shaft,TV,2020.0,12.0,,,93679.0,,"Action, Fantasy Shaft TV  "
"""Uchuu Senkan Yamato"" to Iu Jidai: Seireki 2202-nen no Sentaku",6.7,9444.0,"Action, Drama, Sci-Fi",studio MOTHER,Movie,,1.0,"Adult Cast, Military, Space",,4764.0,,"Action, Drama, Sci-Fi studio MOTHER Movie Adult Cast, Military, Space "
Mashin Eiyuuden Wataru: Shichikon no Ryuujinmaru,6.13,14849.0,"Adventure, Comedy, Sci-Fi",Sunrise,ONA,,9.0,Mecha,,1000.0,,"Adventure, Comedy, Sci-Fi Sunrise ONA Mecha "
Yin Yang Shi: Ping An Wu Yu 2nd Season,6.18,14073.0,"Comedy, Supernatural","Blade, Thundray",ONA,,12.0,"Historical, Mythology",,1223.0,,"Comedy, Supernatural Blade, Thundray ONA Historical, Mythology "
The Peak,5.66,20338.0,Fantasy,Marza Animation Planet,ONA,,1.0,,Kids,321.0,,Fantasy Marza Animation Planet ONA  Kids
Majo no Tabitabi,7.56,574.0,"Adventure, Fantasy",C2C,TV,2020.0,12.0,,,445209.0,,"Adventure, Fantasy C2C TV  "
Lupin III: Prison of the Past,6.88,8729.0,"Action, Adventure, Comedy, Mystery",TMS Entertainment,TV Special,,1.0,Adult Cast,Seinen,5917.0,,"Action, Adventure, Comedy, Mystery TMS Entertainment TV Special Adult Cast Seinen"
"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",6.89,591.0,"Comedy, Fantasy",Revoroot,TV,2021.0,12.0,"CGDCT, Isekai",,435432.0,,"Comedy, Fantasy Revoroot TV CGDCT, Isekai "
Precure Miracle Leap Movie: Minna to no Fushigi na Ichinichi,7.23,10311.0,Action,Toei Animation,Movie,,1.0,"Mahou Shoujo, Time Travel",,3620.0,,"Action Toei Animation Movie Mahou Shoujo, Time Travel "
ColoColo Animal ABC@Kin Tele,,22678.0,Comedy,Milky Cartoon,TV,2019.0,13.0,,Kids,195.0,,Comedy Milky Cartoon TV  Kids
Utawarerumono: Futari no Hakuoro,7.51,3860.0,"Action, Drama, Fantasy",White Fox,TV,2022.0,28.0,,,41650.0,,"Action, Drama, Fantasy White Fox TV  "
Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,8.62,98.0,"Comedy, Romance",A-1 Pictures,TV,2020.0,12.0,School,Seinen,1459549.0,,"Comedy, Romance A-1 Pictures TV School Seinen"
Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,6.32,871.0,"Adventure, Comedy, Fantasy",LIDENFILMS,TV,2021.0,12.0,,,313915.0,,"Adventure, Comedy, Fantasy LIDENFILMS TV  "
"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",6.71,786.0,"Action, Fantasy, Romance",SILVER LINK.,TV,2020.0,12.0,Military,,341045.0,,"Action, Fantasy, Romance SILVER LINK. TV Military "
Sol Levante,4.93,5209.0,"Action, Fantasy",Production I.G,ONA,,1.0,,,21457.0,,"Action, Fantasy Production I.G ONA  "
7 Seeds 2nd Season,7.04,2842.0,"Adventure, Drama, Mystery, Sci-Fi, Suspense","Gonzo, Studio KAI",ONA,,12.0,"Psychological, Survival",Shoujo,71876.0,,"Adventure, Drama, Mystery, Sci-Fi, Suspense Gonzo, Studio KAI ONA Psychological, Survival Shoujo"
Captain Tsubasa (2018) Special,6.32,13955.0,Sports,,Special,,1.0,Team Sports,,1260.0,,Sports  Special Team Sports 
Muv-Luv Alternative,5.86,3642.0,"Drama, Sci-Fi","Yumeta Company, Graphinica, Flagship Line",TV,2021.0,12.0,"Mecha, Military",,46200.0,,"Drama, Sci-Fi Yumeta Company, Graphinica, Flagship Line TV Mecha, Military "
Healin' Good♡Precure,6.92,6101.0,Action,Toei Animation,TV,2020.0,45.0,Mahou Shoujo,,14150.0,,Action Toei Animation TV Mahou Shoujo 
Altered Carbon: Resleeved,6.45,6800.0,"Action, Drama, Sci-Fi",Anima,ONA,,1.0,,,10863.0,,"Action, Drama, Sci-Fi Anima ONA  "
Umibe no Étranger,7.81,1274.0,Boys Love,Studio Hibari,Movie,,1.0,,,211750.0,,Boys Love Studio Hibari Movie  
Uramichi Oniisan,7.7,1042.0,Comedy,Studio Blanc.,TV,2021.0,13.0,"Adult Cast, Gag Humor, Showbiz, Workplace",,262118.0,,"Comedy Studio Blanc. TV Adult Cast, Gag Humor, Showbiz, Workplace "
Shimajirou no Wow! Movie 8: Shimajirou to Soratobu Fune,,19910.0,,Shanghai Animation Film Studio,Movie,,1.0,,Kids,349.0,, Shanghai Animation Film Studio Movie  Kids
Dokyuu Hentai HxEros,5.75,1664.0,"Action, Comedy, Romance, Sci-Fi, Ecchi",Project No.9,TV,2020.0,12.0,"Harem, School",Shounen,156338.0,,"Action, Comedy, Romance, Sci-Fi, Ecchi Project No.9 TV Harem, School Shounen"
Marco to Ginga Ryuu,,17303.0,"Action, Adventure, Comedy, Fantasy",Uguisu Kobo,OVA,,2.0,,,557.0,,"Action, Adventure, Comedy, Fantasy Uguisu Kobo OVA  "
Wan Guo Zhi,6.46,14487.0,"Action, Adventure, Romance",LX Animation Studio,ONA,,16.0,Historical,,1097.0,,"Action, Adventure, Romance LX Animation Studio ONA Historical "
Tonari no Ie no Anette-san The Animation,6.74,7498.0,Hentai,Seven,OVA,,3.0,,,8619.0,,Hentai Seven OVA  
Little Wonders: Sneeze,,21347.0,,DandeLion Animation Studio,Special,,1.0,,Kids,265.0,, DandeLion Animation Studio Special  Kids
Miki no Mikoto (2020),,16448.0,"Fantasy, Slice of Life, Supernatural","Acca effe, Giga Production",ONA,,4.0,Music,,667.0,,"Fantasy, Slice of Life, Supernatural Acca effe, Giga Production ONA Music "
