name,score,popularity,genres,studios,type,year,episodes,themes,demographic,members,synopsis,features
Cowboy Bebop,8.75,42.0,"Action, Award Winning, Sci-Fi",Sunrise,TV,1998.0,26.0,"Adult Cast, Space",,2008019.0,,"Action, Award Winning, Sci-Fi Sunrise TV Adult Cast, Space "
Cowboy Bebop: Tengoku no Tobira,8.38,649.0,"Action, Sci-Fi",Bones,Movie,,1.0,"Adult Cast, Space",,403604.0,,"Action, Sci-Fi Bones Movie Adult Cast, Space "
Trigun,8.22,265.0,"Action, Adventure, Sci-Fi",Madhouse,TV,1998.0,26.0,Adult Cast,Shounen,815140.0,,"Action, Adventure, Sci-Fi Madhouse TV Adult Cast Shounen"
Witch Hunter Robin,7.23,1979.0,"Action, Drama, Mystery, Supernatural",Sunrise,TV,2002.0,26.0,Detective,,125868.0,,"Action, Drama, Mystery, Supernatural Sunrise TV Detective "
Bouken Ou Beet,6.92,5765.0,"Action, Adventure, Fantasy",Toei Animation,TV,2004.0,52.0,,Shounen,16456.0,,"Action, Adventure, Fantasy Toei Animation TV  Shounen"
Eyeshield 21,7.91,1390.0,Sports,Gallop,TV,2005.0,145.0,Team Sports,Shounen,193542.0,,Sports Gallop TV Team Sports Shounen
Hachimitsu to Clover,7.98,959.0,"Comedy, Drama, Romance",J.C.Staff,TV,2005.0,24.0,"Adult Cast, Love Polygon, Visual Arts",Josei,281693.0,,"Comedy, Drama, Romance J.C.Staff TV Adult Cast, Love Polygon, Visual Arts Josei"
Hungry Heart: Wild Striker,7.54,4767.0,Sports,Nippon Animation,TV,2002.0,52.0,Team Sports,Shounen,26482.0,,Sports Nippon Animation TV Team Sports Shounen
Initial D Fourth Stage,8.17,1291.0,"Action, Drama",A.C.G.T.,TV,2004.0,24.0,Racing,Seinen,208845.0,,"Action, Drama A.C.G.T. TV Racing Seinen"
Monster,8.89,119.0,"Drama, Mystery, Suspense",Madhouse,TV,2004.0,74.0,"Adult Cast, Psychological",Seinen,1274315.0,,"Drama, Mystery, Suspense Madhouse TV Adult Cast, Psychological Seinen"
Naruto,8.01,9.0,"Action, Adventure, Fantasy",Studio Pierrot,TV,2002.0,220.0,Martial Arts,Shounen,3046686.0,,"Action, Adventure, Fantasy Studio Pierrot TV Martial Arts Shounen"
One Piece,8.73,17.0,"Action, Adventure, Fantasy",Toei Animation,TV,1999.0,,,Shounen,2594576.0,,"Action, Adventure, Fantasy Toei Animation TV  Shounen"
Tennis no Oujisama,7.84,,,,,,,,,,,    
Ring ni Kakero 1,6.35,8944.0,Sports,Toei Animation,TV,2004.0,12.0,Combat Sports,Shounen,5539.0,,Sports Toei Animation TV Combat Sports Shounen
School Rumble,7.88,782.0,"Comedy, Romance",Studio Comet,TV,2004.0,26.0,"Gag Humor, Love Polygon, School",Shounen,341484.0,,"Comedy, Romance Studio Comet TV Gag Humor, Love Polygon, School Shounen"
Sunabouzu,7.36,1725.0,"Action, Adventure, Comedy, Sci-Fi, Ecchi",Gonzo,TV,2004.0,24.0,,Seinen,149022.0,,"Action, Adventure, Comedy, Sci-Fi, Ecchi Gonzo TV  Seinen"
Texhnolyze,7.75,969.0,"Avant Garde, Drama, Mystery, Sci-Fi, Suspense",Madhouse,TV,2003.0,22.0,"Adult Cast, Organized Crime, Psychological",,279230.0,,"Avant Garde, Drama, Mystery, Sci-Fi, Suspense Madhouse TV Adult Cast, Organized Crime, Psychological "
Trinity Blood,7.28,1375.0,"Action, Fantasy, Sci-Fi",Gonzo,TV,2005.0,24.0,Vampire,,196173.0,,"Action, Fantasy, Sci-Fi Gonzo TV Vampire "
Yakitate!! Japan,7.91,2263.0,"Comedy, Gourmet",Sunrise,TV,2004.0,69.0,,Shounen,103986.0,,"Comedy, Gourmet Sunrise TV  Shounen"
Zipang,7.49,4899.0,"Action, Drama, Sci-Fi",Studio Deen,TV,2004.0,26.0,"Adult Cast, Historical, Military, Time Travel",Seinen,24834.0,,"Action, Drama, Sci-Fi Studio Deen TV Adult Cast, Historical, Military, Time Travel Seinen"
Shinseiki Evangelion,8.36,45.0,"Avant Garde, Award Winning, Drama, Sci-Fi, Suspense","Gainax, Tatsunoko Production",TV,1995.0,26.0,"Mecha, Psychological",,1971275.0,,"Avant Garde, Award Winning, Drama, Sci-Fi, Suspense Gainax, Tatsunoko Production TV Mecha, Psychological "
Shinseiki Evangelion Movie: Shi to Shinsei,7.49,983.0,"Drama, Sci-Fi, Suspense","Gainax, Production I.G, Tatsunoko Production",Movie,,1.0,"Mecha, Psychological",,275814.0,,"Drama, Sci-Fi, Suspense Gainax, Production I.G, Tatsunoko Production Movie Mecha, Psychological "
"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",8.56,178.0,"Avant Garde, Drama, Sci-Fi, Suspense","Gainax, Production I.G",Movie,,1.0,"Mecha, Psychological",,1011478.0,,"Avant Garde, Drama, Sci-Fi, Suspense Gainax, Production I.G Movie Mecha, Psychological "
Kenpuu Denki Berserk,8.61,300.0,"Action, Adventure, Drama, Fantasy, Horror",OLM,TV,1997.0,25.0,"Gore, Military, Psychological",Seinen,740408.0,,"Action, Adventure, Drama, Fantasy, Horror OLM TV Gore, Military, Psychological Seinen"
Koukaku Kidoutai,8.27,342.0,"Award Winning, Mystery, Sci-Fi, Suspense",Production I.G,Movie,,1.0,"Adult Cast, Detective, Mecha, Psychological",Seinen,686320.0,,"Award Winning, Mystery, Sci-Fi, Suspense Production I.G Movie Adult Cast, Detective, Mecha, Psychological Seinen"
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,8.69,931.0,"Action, Drama, Romance",Studio Deen,OVA,,4.0,"Adult Cast, Historical, Samurai",Shounen,289443.0,,"Action, Drama, Romance Studio Deen OVA Adult Cast, Historical, Samurai Shounen"
Rurouni Kenshin: Meiji Kenkaku Romantan,8.28,476.0,"Action, Comedy, Romance","Gallop, Studio Deen",TV,1996.0,94.0,"Historical, Samurai",Shounen,518816.0,,"Action, Comedy, Romance Gallop, Studio Deen TV Historical, Samurai Shounen"
Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,7.55,3292.0,Drama,Gallop,Movie,,1.0,"Historical, Samurai",Shounen,54883.0,,"Drama Gallop Movie Historical, Samurai Shounen"
Akira,8.16,208.0,"Action, Horror, Sci-Fi",Tokyo Movie Shinsha,Movie,,1.0,"Gore, Military, Super Power",Seinen,932249.0,,"Action, Horror, Sci-Fi Tokyo Movie Shinsha Movie Gore, Military, Super Power Seinen"
.hack//Sign,6.94,1402.0,"Adventure, Fantasy, Mystery",Bee Train,TV,2002.0,26.0,Video Game,,191705.0,,"Adventure, Fantasy, Mystery Bee Train TV Video Game "
Aa! Megami-sama!,7.28,3206.0,"Comedy, Romance, Supernatural",AIC,OVA,,5.0,,Seinen,57431.0,,"Comedy, Romance, Supernatural AIC OVA  Seinen"
Aa! Megami-sama! (TV),7.31,1586.0,"Comedy, Romance, Supernatural",AIC,TV,2005.0,24.0,,Seinen,167424.0,,"Comedy, Romance, Supernatural AIC TV  Seinen"
Tenshi Kinryouku,6.24,3410.0,"Action, Drama, Romance, Supernatural",HAL Film Maker,OVA,,3.0,Reincarnation,Shoujo,51871.0,,"Action, Drama, Romance, Supernatural HAL Film Maker OVA Reincarnation Shoujo"
Kidou Tenshi Angelic Layer,7.26,3094.0,"Award Winning, Comedy, Drama, Sci-Fi",Bones,TV,2001.0,26.0,Strategy Game,Shounen,61816.0,,"Award Winning, Comedy, Drama, Sci-Fi Bones TV Strategy Game Shounen"
Ai Yori Aoshi,7.1,2114.0,"Comedy, Drama, Romance",J.C.Staff,TV,2002.0,24.0,Harem,Seinen,115767.0,,"Comedy, Drama, Romance J.C.Staff TV Harem Seinen"
Appleseed (Movie),7.05,,,,,,,,,,,    
Arc the Lad,6.48,5599.0,"Action, Adventure, Fantasy, Horror, Sci-Fi",Bee Train,TV,1999.0,26.0,,,17803.0,,"Action, Adventure, Fantasy, Horror, Sci-Fi Bee Train TV  "
Avenger,5.85,5472.0,"Adventure, Fantasy, Sci-Fi",Bee Train,TV,2003.0,13.0,,,18984.0,,"Adventure, Fantasy, Sci-Fi Bee Train TV  "
Beck,8.29,723.0,Drama,Madhouse,TV,2004.0,26.0,Music,Shounen,367262.0,,Drama Madhouse TV Music Shounen
Blue Gender,7.01,2520.0,"Adventure, Drama, Horror, Sci-Fi",AIC,TV,1999.0,26.0,"Gore, Mecha, Military, Space, Survival",,87619.0,,"Adventure, Drama, Horror, Sci-Fi AIC TV Gore, Mecha, Military, Space, Survival "
Chobits,7.39,489.0,"Comedy, Drama, Romance, Sci-Fi, Ecchi",Madhouse,TV,2002.0,26.0,,Seinen,506803.0,,"Comedy, Drama, Romance, Sci-Fi, Ecchi Madhouse TV  Seinen"
Chrno Crusade,7.6,1161.0,"Action, Romance, Supernatural",Gonzo,TV,2003.0,24.0,"Historical, Mythology",Shounen,235075.0,,"Action, Romance, Supernatural Gonzo TV Historical, Mythology Shounen"
D.N.Angel,7.15,1413.0,"Action, Comedy, Fantasy, Romance",Xebec,TV,2003.0,26.0,School,Shoujo,190321.0,,"Action, Comedy, Fantasy, Romance Xebec TV School Shoujo"
D.C.: Da Capo,6.7,2696.0,"Drama, Romance","feel., Zexcs",TV,2003.0,26.0,Harem,,78564.0,,"Drama, Romance feel., Zexcs TV Harem "
DearS,6.54,1676.0,"Comedy, Romance, Sci-Fi, Ecchi",Daume,TV,2004.0,12.0,Harem,Shounen,155226.0,,"Comedy, Romance, Sci-Fi, Ecchi Daume TV Harem Shounen"
Rozen Maiden,7.4,1254.0,"Action, Drama, Supernatural",Nomad,TV,2004.0,12.0,,Seinen,216362.0,,"Action, Drama, Supernatural Nomad TV  Seinen"
Rozen Maiden: Träumend,7.61,2177.0,"Action, Drama, Supernatural",Nomad,TV,2005.0,12.0,,Seinen,110025.0,,"Action, Drama, Supernatural Nomad TV  Seinen"
Azumanga Daiou The Animation,8.07,634.0,Comedy,J.C.Staff,TV,2002.0,26.0,"CGDCT, Gag Humor, School",,411009.0,,"Comedy J.C.Staff TV CGDCT, Gag Humor, School "
Basilisk: Kouga Ninpou Chou,7.53,1347.0,"Action, Drama, Romance",Gonzo,TV,2005.0,24.0,"Adult Cast, Gore, Historical, Martial Arts, Samurai",Seinen,200182.0,,"Action, Drama, Romance Gonzo TV Adult Cast, Gore, Historical, Martial Arts, Samurai Seinen"
Black Cat,7.31,964.0,"Action, Adventure, Sci-Fi",Gonzo,TV,2005.0,23.0,Super Power,Shounen,280179.0,,"Action, Adventure, Sci-Fi Gonzo TV Super Power Shounen"
Cluster Edge,6.31,6582.0,"Action, Fantasy, Sci-Fi",Sunrise,TV,2005.0,25.0,Military,,11773.0,,"Action, Fantasy, Sci-Fi Sunrise TV Military "
Full Metal Panic!,7.59,471.0,"Comedy, Sci-Fi",Gonzo,TV,2002.0,24.0,"Mecha, Military",,521299.0,,"Comedy, Sci-Fi Gonzo TV Mecha, Military "
Full Metal Panic? Fumoffu,8.02,888.0,"Action, Comedy",Kyoto Animation,TV,2003.0,12.0,"Gag Humor, School",,307873.0,,"Action, Comedy Kyoto Animation TV Gag Humor, School "
Full Metal Panic! The Second Raid,7.91,1003.0,Sci-Fi,Kyoto Animation,TV,2005.0,13.0,"Mecha, Military",,270494.0,,"Sci-Fi Kyoto Animation TV Mecha, Military "
Gakuen Alice,7.64,2238.0,Comedy,Group TAC,TV,2004.0,26.0,"School, Super Power",Shoujo,105442.0,,"Comedy Group TAC TV School, Super Power Shoujo"
Soukyuu no Fafner: Dead Aggressor,7.25,3407.0,"Drama, Sci-Fi",Xebec,TV,2004.0,25.0,"Mecha, Military",,51942.0,,"Drama, Sci-Fi Xebec TV Mecha, Military "
Mahou Shoujo Lyrical Nanoha,7.41,2188.0,"Action, Comedy, Drama",Seven Arcs,TV,2004.0,13.0,Mahou Shoujo,,109131.0,,"Action, Comedy, Drama Seven Arcs TV Mahou Shoujo "
Mahou Shoujo Lyrical Nanoha A's,7.95,2925.0,"Action, Comedy, Drama",Seven Arcs,TV,2005.0,13.0,Mahou Shoujo,,68667.0,,"Action, Comedy, Drama Seven Arcs TV Mahou Shoujo "
Shuffle!,7.0,930.0,"Comedy, Fantasy, Romance, Ecchi",asread.,TV,2005.0,24.0,"Harem, School, Urban Fantasy",,289475.0,,"Comedy, Fantasy, Romance, Ecchi asread. TV Harem, School, Urban Fantasy "
Kidou Senshi Gundam,7.77,1745.0,"Drama, Sci-Fi",Sunrise,TV,1979.0,43.0,"Mecha, Military, Space",,147429.0,,"Drama, Sci-Fi Sunrise TV Mecha, Military, Space "
Kidou Senshi Gundam: Dai 08 MS Shoutai,7.99,2441.0,"Adventure, Drama, Romance, Sci-Fi",Sunrise,OVA,,12.0,"Mecha, Military",,91995.0,,"Adventure, Drama, Romance, Sci-Fi Sunrise OVA Mecha, Military "
Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,8.0,2939.0,"Drama, Sci-Fi",Sunrise,OVA,,6.0,"Mecha, Military, Space",,68105.0,,"Drama, Sci-Fi Sunrise OVA Mecha, Military, Space "
Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report,6.74,6005.0,"Drama, Romance, Sci-Fi",Sunrise,Movie,,1.0,"Mecha, Military",,14723.0,,"Drama, Romance, Sci-Fi Sunrise Movie Mecha, Military "
Kidou Senshi Gundam 0083: Stardust Memory,7.21,3460.0,"Adventure, Drama, Romance, Sci-Fi",Sunrise,OVA,,13.0,"Mecha, Military, Space",,50400.0,,"Adventure, Drama, Romance, Sci-Fi Sunrise OVA Mecha, Military, Space "
Kidou Senshi Zeta Gundam,7.89,2571.0,"Drama, Romance, Sci-Fi",Sunrise,TV,1985.0,50.0,"Mecha, Military, Space",,85067.0,,"Drama, Romance, Sci-Fi Sunrise TV Mecha, Military, Space "
Kidou Senshi Gundam ZZ,6.68,3493.0,"Comedy, Drama, Sci-Fi",Sunrise,TV,1986.0,47.0,"Mecha, Military, Space",,49503.0,,"Comedy, Drama, Sci-Fi Sunrise TV Mecha, Military, Space "
Kidou Senshi Gundam: Gyakushuu no Char,7.69,3224.0,"Drama, Sci-Fi",Sunrise,Movie,,1.0,"Mecha, Military, Space",,56977.0,,"Drama, Sci-Fi Sunrise Movie Mecha, Military, Space "
Kidou Senshi Gundam F91,6.59,4103.0,"Drama, Sci-Fi",Sunrise,Movie,,1.0,"Mecha, Military, Space",,36708.0,,"Drama, Sci-Fi Sunrise Movie Mecha, Military, Space "
Kidou Senshi Victory Gundam,6.71,4417.0,"Drama, Sci-Fi",Sunrise,TV,1993.0,51.0,"Mecha, Military, Space",,31307.0,,"Drama, Sci-Fi Sunrise TV Mecha, Military, Space "
Shin Kidou Senki Gundam Wing,7.66,,,,,,,,,,,    
Shin Kidou Senki Gundam Wing: Endless Waltz,7.73,3441.0,"Award Winning, Drama, Sci-Fi",Sunrise,OVA,,3.0,"Mecha, Military, Space",,50929.0,,"Award Winning, Drama, Sci-Fi Sunrise OVA Mecha, Military, Space "
Kidou Shinseiki Gundam X,7.34,3953.0,"Adventure, Drama, Sci-Fi",Sunrise,TV,1996.0,39.0,"Mecha, Space",,39600.0,,"Adventure, Drama, Sci-Fi Sunrise TV Mecha, Space "
Kidou Senshi Gundam SEED,7.73,1465.0,"Award Winning, Drama, Romance, Sci-Fi",Sunrise,TV,2002.0,50.0,"Mecha, Military, Space",,182293.0,,"Award Winning, Drama, Romance, Sci-Fi Sunrise TV Mecha, Military, Space "
Kidou Senshi Gundam SEED Destiny,7.17,2118.0,"Drama, Romance, Sci-Fi",Sunrise,TV,2004.0,50.0,"Mecha, Military, Space",,115416.0,,"Drama, Romance, Sci-Fi Sunrise TV Mecha, Military, Space "
Turn A Gundam,7.8,3319.0,"Adventure, Award Winning, Drama, Romance, Sci-Fi",Sunrise,TV,1999.0,50.0,"Mecha, Military, Space",,54098.0,,"Adventure, Award Winning, Drama, Romance, Sci-Fi Sunrise TV Mecha, Military, Space "
Kidou Butouden G Gundam,7.58,2792.0,"Drama, Romance, Sci-Fi",Sunrise,TV,1994.0,49.0,"Martial Arts, Mecha, Space",,74264.0,,"Drama, Romance, Sci-Fi Sunrise TV Martial Arts, Mecha, Space "
Last Exile,7.78,1451.0,"Action, Adventure, Sci-Fi",Gonzo,TV,2003.0,26.0,,,184183.0,,"Action, Adventure, Sci-Fi Gonzo TV  "
Mai-HiME,7.39,2043.0,"Action, Fantasy, Girls Love",Sunrise,TV,2004.0,26.0,"Mahou Shoujo, School",,120612.0,,"Action, Fantasy, Girls Love Sunrise TV Mahou Shoujo, School "
Mai-Otome,7.27,3341.0,"Comedy, Drama, Fantasy",Sunrise,TV,2005.0,26.0,,,53659.0,,"Comedy, Drama, Fantasy Sunrise TV  "
Shin Shirayuki-hime Densetsu Prétear,7.15,2945.0,"Drama, Romance",HAL Film Maker,TV,2001.0,13.0,"Mahou Shoujo, Reverse Harem",Shoujo,67947.0,,"Drama, Romance HAL Film Maker TV Mahou Shoujo, Reverse Harem Shoujo"
Air,7.27,883.0,"Drama, Romance, Supernatural",Kyoto Animation,TV,2005.0,12.0,,,309253.0,,"Drama, Romance, Supernatural Kyoto Animation TV  "
Aishiteruze Baby★★,7.43,2222.0,"Comedy, Drama, Romance",TMS Entertainment,TV,2004.0,26.0,Childcare,Shoujo,106721.0,,"Comedy, Drama, Romance TMS Entertainment TV Childcare Shoujo"
Akazukin Chacha,7.41,5628.0,"Adventure, Comedy, Fantasy, Romance",Gallop,TV,1994.0,74.0,Mahou Shoujo,Shoujo,17554.0,,"Adventure, Comedy, Fantasy, Romance Gallop TV Mahou Shoujo Shoujo"
Ayashi no Ceres,7.17,2996.0,"Adventure, Drama, Horror, Romance, Supernatural",Studio Pierrot,TV,2000.0,24.0,"Psychological, Reincarnation",Shoujo,65602.0,,"Adventure, Drama, Horror, Romance, Supernatural Studio Pierrot TV Psychological, Reincarnation Shoujo"
Boys Be...,6.38,4870.0,"Comedy, Romance",HAL Film Maker,TV,2000.0,13.0,School,Shounen,25218.0,,"Comedy, Romance HAL Film Maker TV School Shounen"
Hana yori Dango,7.56,2987.0,"Drama, Romance",Toei Animation,TV,1996.0,51.0,"Love Polygon, School",Shoujo,66100.0,,"Drama, Romance Toei Animation TV Love Polygon, School Shoujo"
Ou Dorobou Jing,7.17,3946.0,"Adventure, Comedy, Fantasy, Sci-Fi",Studio Deen,TV,2002.0,13.0,,Shounen,39735.0,,"Adventure, Comedy, Fantasy, Sci-Fi Studio Deen TV  Shounen"
Ou Dorobou Jing in Seventh Heaven,7.23,6203.0,"Adventure, Comedy, Fantasy",Studio Deen,OVA,,3.0,Psychological,Shounen,13574.0,,"Adventure, Comedy, Fantasy Studio Deen OVA Psychological Shounen"
Bakuretsu Tenshi,6.77,2775.0,"Adventure, Sci-Fi",Gonzo,TV,2004.0,24.0,Mecha,,75072.0,,"Adventure, Sci-Fi Gonzo TV Mecha "
Chuuka Ichiban!,7.59,5208.0,"Action, Comedy, Drama, Gourmet",Nippon Animation,TV,1997.0,52.0,,Shounen,21453.0,,"Action, Comedy, Drama, Gourmet Nippon Animation TV  Shounen"
Corrector Yui,6.86,5490.0,"Adventure, Comedy, Sci-Fi",Nippon Animation,TV,1999.0,52.0,,,18809.0,,"Adventure, Comedy, Sci-Fi Nippon Animation TV  "
Chou Henshin Cosprayers,4.82,7139.0,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Ecchi","Imagin, Studio Live",TV,2004.0,8.0,Super Power,,9724.0,,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Ecchi Imagin, Studio Live TV Super Power "
Uchuu no Stellvia,7.32,4759.0,"Romance, Sci-Fi",Xebec,TV,2003.0,26.0,"Mecha, Space",,26635.0,,"Romance, Sci-Fi Xebec TV Mecha, Space "
Sakigake!! Cromartie Koukou,7.88,1702.0,Comedy,Production I.G,TV,2003.0,26.0,"Delinquents, Gag Humor, Parody, School",Shounen,151452.0,,"Comedy Production I.G TV Delinquents, Gag Humor, Parody, School Shounen"
Ijigen no Sekai El-Hazard,6.77,6305.0,"Adventure, Comedy, Fantasy",AIC,TV,1998.0,13.0,Isekai,,13030.0,,"Adventure, Comedy, Fantasy AIC TV Isekai "
Shinpi no Sekai El-Hazard (TV),6.93,,,,,,,,,,,    
Shinpi no Sekai El-Hazard,7.24,5148.0,"Adventure, Comedy, Fantasy, Romance",AIC,OVA,,7.0,"Crossdressing, Isekai",,22054.0,,"Adventure, Comedy, Fantasy, Romance AIC OVA Crossdressing, Isekai "
Shinpi no Sekai El-Hazard Season 2,6.76,6979.0,"Adventure, Comedy, Fantasy",AIC,OVA,,4.0,Isekai,,10310.0,,"Adventure, Comedy, Fantasy AIC OVA Isekai "
Final Approach,6.5,4081.0,"Comedy, Drama, Romance","Trinet Entertainment, Zexcs",TV,2004.0,13.0,,,37091.0,,"Comedy, Drama, Romance Trinet Entertainment, Zexcs TV  "
Fruits Basket,7.69,435.0,"Drama, Romance, Supernatural",Studio Deen,TV,2001.0,26.0,"Love Polygon, School",Shoujo,561334.0,,"Drama, Romance, Supernatural Studio Deen TV Love Polygon, School Shoujo"
Fullmetal Alchemist,8.11,84.0,"Action, Adventure, Award Winning, Drama, Fantasy",Bones,TV,2003.0,51.0,Military,Shounen,1536358.0,,"Action, Adventure, Award Winning, Drama, Fantasy Bones TV Military Shounen"
Full Moon wo Sagashite,7.93,2110.0,"Comedy, Drama, Romance, Supernatural",Studio Deen,TV,2002.0,52.0,"Music, Showbiz",Shoujo,116363.0,,"Comedy, Drama, Romance, Supernatural Studio Deen TV Music, Showbiz Shoujo"
Fushigi Yuugi,7.6,1964.0,"Action, Adventure, Fantasy, Romance",Studio Pierrot,TV,1995.0,52.0,"Historical, Isekai, Martial Arts, Reverse Harem",Shoujo,127020.0,,"Action, Adventure, Fantasy, Romance Studio Pierrot TV Historical, Isekai, Martial Arts, Reverse Harem Shoujo"
Fushigi Yuugi: Eikouden,6.78,5462.0,"Adventure, Drama, Fantasy, Romance",Studio Pierrot,OVA,,4.0,Isekai,Shoujo,19076.0,,"Adventure, Drama, Fantasy, Romance Studio Pierrot OVA Isekai Shoujo"
Futakoi,6.41,4079.0,"Comedy, Romance",Telecom Animation Film,TV,2004.0,13.0,School,,37154.0,,"Comedy, Romance Telecom Animation Film TV School "
Futakoi Alternative,6.83,4315.0,"Comedy, Drama, Romance","ufotable, feel., Studio Flag",TV,2005.0,13.0,,,33171.0,,"Comedy, Drama, Romance ufotable, feel., Studio Flag TV  "
Gate Keepers,6.9,4972.0,"Comedy, Fantasy, Sci-Fi",Gonzo,TV,2000.0,24.0,Mecha,,23908.0,,"Comedy, Fantasy, Sci-Fi Gonzo TV Mecha "
Gate Keepers 21,6.73,6664.0,"Drama, Sci-Fi",Gonzo,OVA,,6.0,Mecha,,11470.0,,"Drama, Sci-Fi Gonzo OVA Mecha "
Gensoumaden Saiyuuki,7.53,3181.0,"Action, Adventure, Drama, Fantasy",Studio Pierrot,TV,2000.0,50.0,Mythology,Shounen,58371.0,,"Action, Adventure, Drama, Fantasy Studio Pierrot TV Mythology Shounen"
Saiyuuki Reload,7.36,4049.0,"Action, Adventure, Comedy, Drama, Supernatural",Studio Pierrot,TV,2003.0,25.0,Mythology,Josei,37817.0,,"Action, Adventure, Comedy, Drama, Supernatural Studio Pierrot TV Mythology Josei"
Saiyuuki Reload Gunlock,7.37,4878.0,"Action, Adventure, Comedy, Drama, Supernatural",Studio Pierrot,TV,2004.0,26.0,Mythology,Josei,25095.0,,"Action, Adventure, Comedy, Drama, Supernatural Studio Pierrot TV Mythology Josei"
GetBackers,7.56,1958.0,"Action, Mystery, Supernatural",Studio Deen,TV,2002.0,49.0,Super Power,Shounen,127386.0,,"Action, Mystery, Supernatural Studio Deen TV Super Power Shounen"
Green Green,6.12,2034.0,"Comedy, Romance, Ecchi",Studio Matrix,TV,2003.0,12.0,School,,121310.0,,"Comedy, Romance, Ecchi Studio Matrix TV School "
Gunslinger Girl,7.38,1346.0,"Action, Drama, Sci-Fi, Suspense",Madhouse,TV,2003.0,13.0,"Military, Psychological",,200428.0,,"Action, Drama, Sci-Fi, Suspense Madhouse TV Military, Psychological "
Hikaru no Go,8.07,1741.0,"Comedy, Drama, Supernatural",Studio Pierrot,TV,2001.0,75.0,"School, Strategy Game",Shounen,147727.0,,"Comedy, Drama, Supernatural Studio Pierrot TV School, Strategy Game Shounen"
Hunter x Hunter,8.43,380.0,"Action, Adventure, Fantasy",Nippon Animation,TV,1999.0,62.0,,Shounen,634414.0,,"Action, Adventure, Fantasy Nippon Animation TV  Shounen"
Hunter x Hunter: Original Video Animation,8.31,1881.0,"Action, Adventure, Fantasy",Nippon Animation,OVA,,8.0,,Shounen,135235.0,,"Action, Adventure, Fantasy Nippon Animation OVA  Shounen"
Hunter x Hunter: Greed Island,8.18,1491.0,"Action, Adventure, Fantasy",Nippon Animation,OVA,,8.0,,Shounen,179479.0,,"Action, Adventure, Fantasy Nippon Animation OVA  Shounen"
Hunter x Hunter: Greed Island Final,8.25,1677.0,"Action, Adventure, Fantasy",Nippon Animation,OVA,,14.0,,Shounen,154708.0,,"Action, Adventure, Fantasy Nippon Animation OVA  Shounen"
Jinki:Extend,6.04,6291.0,Sci-Fi,feel.,TV,2005.0,12.0,Mecha,Shounen,13108.0,,Sci-Fi feel. TV Mecha Shounen
Kamikaze Kaitou Jeanne,7.47,3131.0,"Action, Drama, Romance, Supernatural",Toei Animation,TV,1999.0,44.0,"Mahou Shoujo, Reincarnation, School",Shoujo,60352.0,,"Action, Drama, Romance, Supernatural Toei Animation TV Mahou Shoujo, Reincarnation, School Shoujo"
Kannazuki no Miko,6.8,2764.0,"Drama, Girls Love, Supernatural",TNK,TV,2004.0,12.0,Mecha,Shounen,75616.0,,"Drama, Girls Love, Supernatural TNK TV Mecha Shounen"
Kanon,7.05,2896.0,"Drama, Romance, Supernatural",Toei Animation,TV,2002.0,13.0,,,69763.0,,"Drama, Romance, Supernatural Toei Animation TV  "
Kareshi Kanojo no Jijou,7.59,1091.0,"Comedy, Drama, Romance","Gainax, J.C.Staff",TV,1998.0,26.0,School,Shoujo,248849.0,,"Comedy, Drama, Romance Gainax, J.C.Staff TV School Shoujo"
Kono Minikuku mo Utsukushii Sekai,6.69,3033.0,"Comedy, Drama, Romance, Sci-Fi, Ecchi","Gainax, Shaft",TV,2004.0,12.0,,,64041.0,,"Comedy, Drama, Romance, Sci-Fi, Ecchi Gainax, Shaft TV  "
Kimi ga Nozomu Eien,7.16,1734.0,"Drama, Romance",Studio Fantasia,TV,2003.0,14.0,Love Polygon,,148153.0,,"Drama, Romance Studio Fantasia TV Love Polygon "
Kita e.: Diamond Dust Drops,6.55,6940.0,"Drama, Romance",Studio Deen,TV,2004.0,12.0,,,10412.0,,"Drama, Romance Studio Deen TV  "
Loveless,6.7,1758.0,"Boys Love, Drama, Mystery, Supernatural",J.C.Staff,TV,2005.0,12.0,,Josei,145785.0,,"Boys Love, Drama, Mystery, Supernatural J.C.Staff TV  Josei"
Blood+,7.6,666.0,"Action, Drama, Horror, Mystery, Supernatural",Production I.G,TV,2005.0,50.0,"Gore, Military, Vampire",,393167.0,,"Action, Drama, Horror, Mystery, Supernatural Production I.G TV Gore, Military, Vampire "
Re: Cutie Honey,7.14,4307.0,"Action, Comedy, Girls Love, Sci-Fi, Ecchi","Gainax, Toei Animation",OVA,,3.0,,,33360.0,,"Action, Comedy, Girls Love, Sci-Fi, Ecchi Gainax, Toei Animation OVA  "
Solty Rei,7.24,4352.0,"Action, Sci-Fi","Gonzo, AIC",TV,2005.0,24.0,Super Power,,32477.0,,"Action, Sci-Fi Gonzo, AIC TV Super Power "
